Transaction Key;Transaction ID;Customer ID;Location;Payment Method;Category;Item;Quantity;Unit Price;Unit_Cost;Discount_Rate;Total_Recalc;Gross_Profit_After_Discount;Gross_Margin_%;Customer Age;Tenure (Years);Price_vs_Cost_Flag;Pre_Discount_Total;Discount_Zero_Flag;Total Spent;Date;Future_Date_Flag;Pre_Recalc;Gross_Profit;Year;Month;Week;Membership Level;Region;Province/State;Log_Total_Recalc;Month_Year;;
TXN_555895_20230408;TXN_555895;CUST_0849;In-store;Cash;Beverages;Bottled Water;41;1,05;0,81;0,000;43,05;9,84;0,23;39;5,8;OK;43,05;No Discount;43,05;8/4/23;OK;43,05;9,84;2023;04;14;Gold;Northeast;PA;1,63;Apr-2023;;
TXN_883067_20240526;TXN_883067;CUST_0856;In-store;Credit Card;Beverages;Tea Pack;20;2,86;2,35;0,000;57,20;10,20;0,18;50;7,7;OK;57,20;No Discount;57,20;26/5/24;OK;57,20;10,20;2024;05;22;Standard;South;TX;1,76;May-2024;;
TXN_935604_20230506;TXN_935604;CUST_0917;Online;Credit Card;Beverages;Coffee Beans;5;2,65;2,28;0,000;13,25;1,85;0,14;64;7,7;OK;13,25;No Discount;13,25;6/5/23;OK;13,25;1,85;2023;05;18;Standard;Eastern Canada;ON;1,12;May-2023;;
TXN_309200_20250428;TXN_309200;CUST_0898;Online;Credit Card;Beverages;Bottled Water;25;1,05;0,76;0,000;26,25;7,25;0,28;63;3,1;OK;26,25;No Discount;26,25;28/4/25;OK;26,25;7,25;2025;04;18;Standard;Midwest;IN;1,42;Apr-2025;;
TXN_193536_20230803;TXN_193536;CUST_0799;In-store;Credit Card;Beverages;Bottled Water;19;1,05;0,58;0,000;19,95;8,93;0,45;22;8,1;OK;19,95;No Discount;19,95;3/8/23;OK;19,95;8,93;2023;08;31;Platinum;Northeast;MD;1,30;Aug-2023;;
TXN_506107_20250912;TXN_506107;CUST_0876;Online;Credit Card;Beverages;Soft Drink;22;2,20;1,43;0,000;48,40;16,94;0,35;35;3,4;OK;48,40;No Discount;48,40;12/9/25;OK;48,40;16,94;2025;09;37;Standard;Eastern Canada;ON;1,68;Sep-2025;;
TXN_868806_20240809;TXN_868806;CUST_0737;Online;Credit Card;Beverages;Tea Pack;25;2,86;2,33;0,000;71,50;13,25;0,19;53;7,7;OK;71,50;No Discount;71,50;9/8/24;OK;71,50;13,25;2024;08;32;Gold;South;TX;1,85;Aug-2024;;
TXN_592529_20240609;TXN_592529;CUST_0286;Online;Credit Card;Beverages;Coffee Beans;5;2,65;1,85;0,000;13,25;4,00;0,30;66;0,8;OK;13,25;No Discount;13,25;9/6/24;OK;13,25;4,00;2024;06;24;Standard;South;FL;1,12;Jun-2024;;
TXN_238851_20250511;TXN_238851;CUST_0204;In-store;Cash;Beverages;Tea Pack;19;2,86;2,23;0,000;54,34;11,97;0,22;50;6,9;OK;54,34;No Discount;54,34;11/5/25;OK;54,34;11,97;2025;05;20;Standard;Northeast;NY;1,74;May-2025;;
TXN_147369_20241206;TXN_147369;CUST_0684;In-store;Credit Card;Beverages;Soft Drink;18;2,20;1,10;0,000;39,60;19,80;0,50;51;9,1;OK;39,60;No Discount;39,60;6/12/24;OK;39,60;19,80;2024;12;49;Gold;Midwest;OH;1,60;Dec-2024;;
TXN_270980_20240802;TXN_270980;CUST_0524;In-store;Cash;Beverages;Energy Drink;18;2,99;1,58;0,000;53,82;25,38;0,47;37;0,0;OK;53,82;No Discount;53,82;2/8/24;OK;53,82;25,38;2024;08;31;Gold;West;CA;1,73;Aug-2024;;
TXN_154439_20250907;TXN_154439;CUST_0819;In-store;Credit Card;Beverages;Bottled Water;22;1,05;0,81;0,000;23,10;5,28;0,23;33;7,4;OK;23,10;No Discount;23,10;7/9/25;OK;23,10;5,28;2025;09;37;Standard;West;CA;1,36;Sep-2025;;
TXN_682713_20230709;TXN_682713;CUST_0121;Online;Credit Card;Beverages;Coffee Beans;68;2,65;1,63;0,051;171,01;60,17;0,35;40;4,0;OK;180,20;Discounted;171,01;9/7/23;OK;180,20;69,36;2023;07;28;Gold;South;OK;2,23;Jul-2023;;
TXN_250104_20240525;TXN_250104;CUST_0945;In-store;Cash;Beverages;Energy Drink;18;2,99;1,96;0,000;53,82;18,54;0,34;46;0,6;OK;53,82;No Discount;53,82;25/5/24;OK;53,82;18,54;2024;05;21;Gold;West;CA;1,73;May-2024;;
TXN_294220_20250719;TXN_294220;CUST_0756;Online;Credit Card;Beverages;Soft Drink;15;2,20;1,67;0,000;33,00;7,95;0,24;70;1,8;OK;33,00;No Discount;33,00;19/7/25;OK;33,00;7,95;2025;07;29;Gold;Northeast;DC;1,52;Jul-2025;;
TXN_697648_20240318;TXN_697648;CUST_0664;In-store;Credit Card;Beverages;Tea Pack;24;2,86;1,56;0,000;68,64;31,20;0,45;35;3,3;OK;68,64;No Discount;68,64;18/3/24;OK;68,64;31,20;2024;03;12;Platinum;South;TN;1,84;Mar-2024;;
TXN_508184_20250612;TXN_508184;CUST_0664;In-store;Cash;Beverages;Bottled Water;25;1,05;0,87;0,000;26,25;4,50;0,17;35;3,3;OK;26,25;No Discount;26,25;12/6/25;OK;26,25;4,50;2025;06;24;Platinum;South;TN;1,42;Jun-2025;;
TXN_547220_20230921;TXN_547220;CUST_0188;In-store;Credit Card;Beverages;Coffee Beans;5;2,65;1,48;0,000;13,25;5,85;0,44;22;8,7;OK;13,25;No Discount;13,25;21/9/23;OK;13,25;5,85;2023;09;38;Standard;West;CA;1,12;Sep-2023;;
TXN_931811_20231011;TXN_931811;CUST_0907;In-store;Credit Card;Beverages;Energy Drink;12;2,99;2,37;0,000;35,88;7,44;0,21;38;2,3;OK;35,88;No Discount;35,88;11/10/23;OK;35,88;7,44;2023;10;41;Gold;Midwest;IL;1,55;Oct-2023;;
TXN_727977_20241210;TXN_727977;CUST_0013;In-store;Credit Card;Beverages;Energy Drink;10;2,99;1,85;0,000;29,90;11,40;0,38;68;4,4;OK;29,90;No Discount;29,90;10/12/24;OK;29,90;11,40;2024;12;50;Standard;South;FL;1,48;Dec-2024;;
TXN_280084_20230723;TXN_280084;CUST_0603;In-store;Credit Card;Beverages;Bottled Water;40;1,05;0,63;0,000;42,00;16,80;0,40;49;1,9;OK;42,00;No Discount;42,00;23/7/23;OK;42,00;16,80;2023;07;30;Gold;Midwest;IN;1,62;Jul-2023;;
TXN_391901_20240503;TXN_391901;CUST_0200;Online;Credit Card;Beverages;Tea Pack;37;2,86;2,37;0,042;101,38;13,69;0,14;45;8,3;OK;105,82;Discounted;101,38;3/5/24;OK;105,82;18,13;2024;05;18;Standard;South;TX;2,01;May-2024;;
TXN_409336_20230812;TXN_409336;CUST_0586;In-store;Digital Wallet;Beverages;Soft Drink;14;2,20;1,59;0,000;30,80;8,54;0,28;32;0,4;OK;30,80;No Discount;30,80;12/8/23;OK;30,80;8,54;2023;08;32;Gold;Northeast;NY;1,49;Aug-2023;;
TXN_225343_20240204;TXN_225343;CUST_0768;In-store;Credit Card;Beverages;Tea Pack;62;2,86;1,67;0,034;171,29;67,75;0,40;47;6,7;OK;177,32;Discounted;171,29;4/2/24;OK;177,32;73,78;2024;02;6;Standard;Western Canada;AB;2,23;Feb-2024;;
TXN_883943_20231110;TXN_883943;CUST_0456;Online;Credit Card;Beverages;Tea Pack;29;2,86;1,43;0,000;82,94;41,47;0,50;51;8,2;OK;82,94;No Discount;82,94;10/11/23;OK;82,94;41,47;2023;11;45;Gold;West;CA;1,92;Nov-2023;;
TXN_442697_20241202;TXN_442697;CUST_0448;In-store;Cash;Beverages;Tea Pack;14;2,86;2,54;0,000;40,04;4,48;0,11;39;2,5;OK;40,04;No Discount;40,04;2/12/24;OK;40,04;4,48;2024;12;49;Standard;West;WA;1,60;Dec-2024;;
TXN_390476_20240512;TXN_390476;CUST_0788;In-store;Cash;Beverages;Bottled Water;34;1,05;0,71;0,000;35,70;11,56;0,32;33;7,6;OK;35,70;No Discount;35,70;12/5/24;OK;35,70;11,56;2024;05;20;Standard;West;NV;1,55;May-2024;;
TXN_293611_20250828;TXN_293611;CUST_0840;In-store;Credit Card;Beverages;Bottled Water;9;1,05;0,69;0,000;9,45;3,24;0,34;54;8,3;OK;9,45;No Discount;9,45;28/8/25;OK;9,45;3,24;2025;08;35;Standard;South;TX;0,98;Aug-2025;;
TXN_413748_20241211;TXN_413748;CUST_0841;In-store;Credit Card;Beverages;Soft Drink;31;2,20;1,14;0,000;68,20;32,86;0,48;36;1,2;OK;68,20;No Discount;68,20;11/12/24;OK;68,20;32,86;2024;12;50;Standard;West;CA;1,83;Dec-2024;;
TXN_892940_20230914;TXN_892940;CUST_0071;Online;Credit Card;Beverages;Tea Pack;35;2,86;2,45;0,054;94,69;8,94;0,09;66;4,8;OK;100,10;Discounted;94,69;14/9/23;OK;100,10;14,35;2023;09;37;Platinum;Northeast;MA;1,98;Sep-2023;;
TXN_554554_20230715;TXN_554554;CUST_0590;In-store;Cash;Beverages;Bottled Water;87;1,05;0,58;0,000;91,35;40,89;0,45;46;3,5;OK;91,35;No Discount;91,35;15/7/23;OK;91,35;40,89;2023;07;28;Standard;Midwest;IL;1,96;Jul-2023;;
TXN_111933_20250814;TXN_111933;CUST_0796;Online;Credit Card;Beverages;Soft Drink;34;2,20;1,40;0,000;74,80;27,20;0,36;39;3,3;OK;74,80;No Discount;74,80;14/8/25;OK;74,80;27,20;2025;08;33;Gold;Northeast;MA;1,87;Aug-2025;;
TXN_505321_20240926;TXN_505321;CUST_0130;Online;Credit Card;Beverages;Soft Drink;23;2,20;1,47;0,000;50,60;16,79;0,33;38;5,7;OK;50,60;No Discount;50,60;26/9/24;OK;50,60;16,79;2024;09;39;Standard;West;CO;1,70;Sep-2024;;
TXN_153256_20230512;TXN_153256;CUST_0889;In-store;Credit Card;Beverages;Tea Pack;15;2,86;2,36;0,000;42,90;7,50;0,17;27;1,3;OK;42,90;No Discount;42,90;12/5/23;OK;42,90;7,50;2023;05;19;Standard;Northeast;NY;1,63;May-2023;;
TXN_893968_20230602;TXN_893968;CUST_0043;Online;Credit Card;Beverages;Coffee Beans;20;2,65;1,71;0,000;53,00;18,80;0,35;36;3,0;OK;53,00;No Discount;53,00;2/6/23;OK;53,00;18,80;2023;06;22;Standard;Northeast;NY;1,72;Jun-2023;;
TXN_909268_20240923;TXN_909268;CUST_0520;In-store;Digital Wallet;Beverages;Tea Pack;19;2,86;2,04;0,000;54,34;15,58;0,29;36;2,3;OK;54,34;No Discount;54,34;23/9/24;OK;54,34;15,58;2024;09;39;Standard;West;AZ;1,74;Sep-2024;;
TXN_102217_20231202;TXN_102217;CUST_0013;In-store;Cash;Beverages;Coffee Beans;24;2,65;1,78;0,000;63,60;20,88;0,33;68;4,4;OK;63,60;No Discount;63,60;2/12/23;OK;63,60;20,88;2023;12;48;Standard;South;FL;1,80;Dec-2023;;
TXN_575282_20230801;TXN_575282;CUST_0725;In-store;Credit Card;Beverages;Soft Drink;13;2,20;1,37;0,000;28,60;10,79;0,38;61;2,1;OK;28,60;No Discount;28,60;1/8/23;OK;28,60;10,79;2023;08;31;Standard;South;TX;1,46;Aug-2023;;
TXN_128165_20240620;TXN_128165;CUST_0623;In-store;Credit Card;Beverages;Bottled Water;29;1,05;0,92;0,000;30,45;3,77;0,12;39;6,4;OK;30,45;No Discount;30,45;20/6/24;OK;30,45;3,77;2024;06;25;Standard;Northeast;MA;1,48;Jun-2024;;
TXN_577062_20241115;TXN_577062;CUST_0988;In-store;Credit Card;Beverages;Energy Drink;28;2,99;2,45;0,000;83,72;15,12;0,18;60;9,8;OK;83,72;No Discount;83,72;15/11/24;OK;83,72;15,12;2024;11;46;Platinum;South;TX;1,92;Nov-2024;;
TXN_562506_20240722;TXN_562506;CUST_0803;In-store;Credit Card;Beverages;Soft Drink;83;2,20;1,25;0,049;173,65;69,90;0,40;35;6,6;OK;182,60;Discounted;173,65;22/7/24;OK;182,60;78,85;2024;07;30;Standard;South;GA;2,24;Jul-2024;;
TXN_272111_20250810;TXN_272111;CUST_0535;Online;Credit Card;Beverages;Bottled Water;26;1,05;0,76;0,000;27,30;7,54;0,28;62;9,1;OK;27,30;No Discount;27,30;10/8/25;OK;27,30;7,54;2025;08;33;Gold;Midwest;IL;1,44;Aug-2025;;
TXN_391619_20240426;TXN_391619;CUST_0302;Online;Credit Card;Beverages;Soft Drink;26;2,20;1,80;0,000;57,20;10,40;0,18;36;4,6;OK;57,20;No Discount;57,20;26/4/24;OK;57,20;10,40;2024;04;17;Gold;West;CA;1,76;Apr-2024;;
TXN_827491_20250520;TXN_827491;CUST_0766;In-store;Credit Card;Beverages;Tea Pack;7;2,86;2,09;0,000;20,02;5,39;0,27;31;5,6;OK;20,02;No Discount;20,02;20/5/25;OK;20,02;5,39;2025;05;21;Standard;Northeast;MD;1,30;May-2025;;
TXN_324721_20240501;TXN_324721;CUST_0527;Online;Credit Card;Beverages;Coffee Beans;25;2,65;1,85;0,000;66,25;20,00;0,30;68;2,3;OK;66,25;No Discount;66,25;1/5/24;OK;66,25;20,00;2024;05;18;Standard;Midwest;IL;1,82;May-2024;;
TXN_224639_20250401;TXN_224639;CUST_0642;Online;Credit Card;Beverages;Soft Drink;21;2,20;1,16;0,000;46,20;21,84;0,47;61;3,9;OK;46,20;No Discount;46,20;1/4/25;OK;46,20;21,84;2025;04;14;Standard;South;NC;1,66;Apr-2025;;
TXN_886271_20250225;TXN_886271;CUST_0573;In-store;Cash;Beverages;Bottled Water;8;1,05;0,57;0,000;8,40;3,84;0,46;35;1,6;OK;8,40;No Discount;8,40;25/2/25;OK;8,40;3,84;2025;02;9;Standard;West;CA;0,92;Feb-2025;;
TXN_117361_20250901;TXN_117361;CUST_0115;In-store;Digital Wallet;Beverages;Tea Pack;12;2,86;1,71;0,000;34,32;13,80;0,40;68;4,4;OK;34,32;No Discount;34,32;1/9/25;OK;34,32;13,80;2025;09;36;Standard;Northeast;DC;1,54;Sep-2025;;
TXN_728644_20231123;TXN_728644;CUST_0460;In-store;Cash;Beverages;Energy Drink;23;2,99;2,11;0,000;68,77;20,24;0,29;60;2,6;OK;68,77;No Discount;68,77;23/11/23;OK;68,77;20,24;2023;11;47;Standard;South;GA;1,84;Nov-2023;;
TXN_119188_20241111;TXN_119188;CUST_0832;In-store;Digital Wallet;Beverages;Tea Pack;33;2,86;2,56;0,000;94,38;9,90;0,10;46;1,9;OK;94,38;No Discount;94,38;11/11/24;OK;94,38;9,90;2024;11;46;Standard;Northeast;MA;1,97;Nov-2024;;
TXN_681019_20250628;TXN_681019;CUST_0505;In-store;Credit Card;Beverages;Coffee Beans;21;2,65;2,18;0,000;55,65;9,87;0,18;60;7,8;OK;55,65;No Discount;55,65;28/6/25;OK;55,65;9,87;2025;06;26;Standard;Midwest;OH;1,75;Jun-2025;;
TXN_158929_20230328;TXN_158929;CUST_0308;In-store;Credit Card;Beverages;Tea Pack;47;2,86;1,56;0,040;129,04;55,72;0,43;27;7,2;OK;134,42;Discounted;129,04;28/3/23;OK;134,42;61,10;2023;03;13;Standard;Midwest;IL;2,11;Mar-2023;;
TXN_628678_20240812;TXN_628678;CUST_0932;Online;Credit Card;Beverages;Energy Drink;20;2,99;2,35;0,000;59,80;12,80;0,21;28;7,5;OK;59,80;No Discount;59,80;12/8/24;OK;59,80;12,80;2024;08;33;Standard;South;NC;1,78;Aug-2024;;
TXN_305953_20250615;TXN_305953;CUST_0963;In-store;Cash;Beverages;Bottled Water;12;1,05;0,87;0,000;12,60;2,16;0,17;30;6,1;OK;12,60;No Discount;12,60;15/6/25;OK;12,60;2,16;2025;06;25;Gold;Northeast;NY;1,10;Jun-2025;;
TXN_499228_20240514;TXN_499228;CUST_0325;In-store;Cash;Beverages;Soft Drink;15;2,20;1,46;0,000;33,00;11,10;0,34;27;2,1;OK;33,00;No Discount;33,00;14/5/24;OK;33,00;11,10;2024;05;20;Platinum;Northeast;DC;1,52;May-2024;;
TXN_302491_20241223;TXN_302491;CUST_0579;In-store;Cash;Beverages;Coffee Beans;33;2,65;1,67;0,000;87,45;32,34;0,37;48;7,4;OK;87,45;No Discount;87,45;23/12/24;OK;87,45;32,34;2024;12;52;Standard;Northeast;MA;1,94;Dec-2024;;
TXN_416580_20240901;TXN_416580;CUST_0761;In-store;Cash;Beverages;Energy Drink;25;2,99;2,19;0,000;74,75;20,00;0,27;50;6,4;OK;74,75;No Discount;74,75;1/9/24;OK;74,75;20,00;2024;09;36;Standard;South;GA;1,87;Sep-2024;;
TXN_127506_20231001;TXN_127506;CUST_0175;In-store;Credit Card;Beverages;Coffee Beans;80;2,65;1,88;0,049;201,61;51,21;0,25;33;1,0;OK;212,00;Discounted;201,61;1/10/23;OK;212,00;61,60;2023;10;40;Standard;Northeast;NY;2,30;Oct-2023;;
TXN_753761_20230606;TXN_753761;CUST_0851;In-store;Cash;Beverages;Tea Pack;16;2,86;1,73;0,000;45,76;18,08;0,40;24;3,3;OK;45,76;No Discount;45,76;6/6/23;OK;45,76;18,08;2023;06;23;Platinum;Northeast;NY;1,66;Jun-2023;;
TXN_994738_20230824;TXN_994738;CUST_0514;Online;Credit Card;Beverages;Coffee Beans;14;2,65;1,75;0,000;37,10;12,60;0,34;30;8,6;OK;37,10;No Discount;37,10;24/8/23;OK;37,10;12,60;2023;08;34;Standard;Midwest;IL;1,57;Aug-2023;;
TXN_971930_20251023;TXN_971930;CUST_0172;In-store;Cash;Beverages;Energy Drink;24;2,99;2,15;0,000;71,76;20,16;0,28;31;3,2;OK;71,76;No Discount;71,76;23/10/25;OK;71,76;20,16;2025;10;43;Standard;South;TX;1,86;Oct-2025;;
TXN_120548_20250722;TXN_120548;CUST_0997;In-store;Credit Card;Beverages;Soft Drink;33;2,20;1,61;0,000;72,60;19,47;0,27;44;4,8;OK;72,60;No Discount;72,60;22/7/25;OK;72,60;19,47;2025;07;30;Standard;Midwest;MI;1,86;Jul-2025;;
TXN_104651_20240126;TXN_104651;CUST_0960;In-store;Credit Card;Beverages;Soft Drink;38;2,20;1,57;0,000;83,60;23,94;0,29;27;3,3;OK;83,60;No Discount;83,60;26/1/24;OK;83,60;23,94;2024;01;4;Standard;Northeast;NY;1,92;Jan-2024;;
TXN_168492_20250603;TXN_168492;CUST_0502;Online;Credit Card;Beverages;Coffee Beans;27;2,65;2,22;0,000;71,55;11,61;0,16;61;8,6;OK;71,55;No Discount;71,55;3/6/25;OK;71,55;11,61;2025;06;23;Platinum;West;CA;1,85;Jun-2025;;
TXN_990517_20250114;TXN_990517;CUST_0977;Online;Credit Card;Beverages;Bottled Water;25;1,05;0,54;0,000;26,25;12,75;0,49;35;6,0;OK;26,25;No Discount;26,25;14/1/25;OK;26,25;12,75;2025;01;3;Standard;South;TX;1,42;Jan-2025;;
TXN_260243_20230828;TXN_260243;CUST_0334;In-store;Cash;Beverages;Coffee Beans;26;2,65;1,68;0,000;68,90;25,22;0,37;41;3,9;OK;68,90;No Discount;68,90;28/8/23;OK;68,90;25,22;2023;08;35;Standard;West;AZ;1,84;Aug-2023;;
TXN_856870_20230427;TXN_856870;CUST_0284;In-store;Credit Card;Beverages;Tea Pack;18;2,86;2,29;0,000;51,48;10,26;0,20;50;4,3;OK;51,48;No Discount;51,48;27/4/23;OK;51,48;10,26;2023;04;17;Standard;Northeast;NY;1,71;Apr-2023;;
TXN_542241_20250723;TXN_542241;CUST_0475;In-store;Credit Card;Beverages;Soft Drink;17;2,20;1,67;0,000;37,40;9,01;0,24;22;8,4;OK;37,40;No Discount;37,40;23/7/25;OK;37,40;9,01;2025;07;30;Standard;West;OR;1,57;Jul-2025;;
TXN_215517_20240406;TXN_215517;CUST_0054;In-store;Cash;Beverages;Soft Drink;13;2,20;1,91;0,000;28,60;3,77;0,13;62;4,8;OK;28,60;No Discount;28,60;6/4/24;OK;28,60;3,77;2024;04;14;Standard;West;CA;1,46;Apr-2024;;
TXN_333973_20230808;TXN_333973;CUST_0458;Online;Credit Card;Beverages;Soft Drink;12;2,20;1,62;0,000;26,40;6,96;0,26;23;4,2;OK;26,40;No Discount;26,40;8/8/23;OK;26,40;6,96;2023;08;32;Standard;West;AZ;1,42;Aug-2023;;
TXN_600685_20250220;TXN_600685;CUST_0579;In-store;Cash;Beverages;Bottled Water;25;1,05;0,79;0,000;26,25;6,50;0,25;48;7,4;OK;26,25;No Discount;26,25;20/2/25;OK;26,25;6,50;2025;02;8;Standard;Northeast;MA;1,42;Feb-2025;;
TXN_848888_20240825;TXN_848888;CUST_0420;Online;Credit Card;Beverages;Bottled Water;28;1,05;0,82;0,000;29,40;6,44;0,22;57;7,3;OK;29,40;No Discount;29,40;25/8/24;OK;29,40;6,44;2024;08;35;Gold;Northeast;MA;1,47;Aug-2024;;
TXN_485753_20250715;TXN_485753;CUST_0614;In-store;Cash;Beverages;Energy Drink;28;2,99;1,72;0,000;83,72;35,56;0,42;55;3,6;OK;83,72;No Discount;83,72;15/7/25;OK;83,72;35,56;2025;07;29;Gold;West;CA;1,92;Jul-2025;;
TXN_322084_20240517;TXN_322084;CUST_0632;In-store;Credit Card;Beverages;Coffee Beans;20;2,65;2,12;0,000;53,00;10,60;0,20;30;1,1;OK;53,00;No Discount;53,00;17/5/24;OK;53,00;10,60;2024;05;20;Standard;South;NC;1,72;May-2024;;
TXN_690483_20241128;TXN_690483;CUST_0703;Online;Credit Card;Beverages;Coffee Beans;18;2,65;1,64;0,000;47,70;18,18;0,38;22;7,5;OK;47,70;No Discount;47,70;28/11/24;OK;47,70;18,18;2024;11;48;Gold;South;TX;1,68;Nov-2024;;
TXN_369949_20240923;TXN_369949;CUST_0409;In-store;Credit Card;Beverages;Tea Pack;21;2,86;1,92;0,000;60,06;19,74;0,33;21;6,0;OK;60,06;No Discount;60,06;23/9/24;OK;60,06;19,74;2024;09;39;Standard;Northeast;MA;1,78;Sep-2024;;
TXN_428440_20240709;TXN_428440;CUST_0982;Online;Credit Card;Beverages;Soft Drink;34;2,20;1,11;0,000;74,80;37,06;0,50;51;5,0;OK;74,80;No Discount;74,80;9/7/24;OK;74,80;37,06;2024;07;28;Standard;South;TX;1,87;Jul-2024;;
TXN_720597_20241216;TXN_720597;CUST_0304;In-store;Cash;Beverages;Bottled Water;11;1,05;0,88;0,000;11,55;1,87;0,16;57;6,6;OK;11,55;No Discount;11,55;16/12/24;OK;11,55;1,87;2024;12;51;Standard;West;CA;1,06;Dec-2024;;
TXN_468971_20250726;TXN_468971;CUST_0935;In-store;Credit Card;Beverages;Tea Pack;21;2,86;2,52;0,000;60,06;7,14;0,12;67;3,6;OK;60,06;No Discount;60,06;26/7/25;OK;60,06;7,14;2025;07;30;Standard;South;TX;1,78;Jul-2025;;
TXN_455747_20230801;TXN_455747;CUST_0559;Online;Credit Card;Beverages;Tea Pack;14;2,86;1,50;0,000;40,04;19,04;0,48;55;8,5;OK;40,04;No Discount;40,04;1/8/23;OK;40,04;19,04;2023;08;31;Platinum;Northeast;PA;1,60;Aug-2023;;
TXN_142718_20231126;TXN_142718;CUST_0222;In-store;Cash;Beverages;Bottled Water;27;1,05;0,79;0,000;28,35;7,02;0,25;41;6,7;OK;28,35;No Discount;28,35;26/11/23;OK;28,35;7,02;2023;11;48;Standard;South;TX;1,45;Nov-2023;;
TXN_531824_20231216;TXN_531824;CUST_0533;In-store;Credit Card;Beverages;Coffee Beans;24;2,65;2,34;0,000;63,60;7,44;0,12;25;3,8;OK;63,60;No Discount;63,60;16/12/23;OK;63,60;7,44;2023;12;50;Platinum;South;TX;1,80;Dec-2023;;
TXN_614703_20240519;TXN_614703;CUST_0158;In-store;Cash;Beverages;Soft Drink;16;2,20;1,63;0,000;35,20;9,12;0,26;59;0,8;OK;35,20;No Discount;35,20;19/5/24;OK;35,20;9,12;2024;05;21;Gold;West;CA;1,55;May-2024;;
TXN_429535_20250923;TXN_429535;CUST_0348;Online;Credit Card;Beverages;Coffee Beans;5;2,65;2,17;0,000;13,25;2,40;0,18;23;2,0;OK;13,25;No Discount;13,25;23/9/25;OK;13,25;2,40;2025;09;39;Standard;Eastern Canada;ON;1,12;Sep-2025;;
TXN_193321_20231109;TXN_193321;CUST_0159;In-store;Credit Card;Beverages;Tea Pack;38;2,86;1,57;0,043;104,01;44,35;0,43;52;0,0;OK;108,68;Discounted;104,01;9/11/23;OK;108,68;49,02;2023;11;45;Standard;West;CA;2,02;Nov-2023;;
TXN_837634_20240317;TXN_837634;CUST_0889;In-store;Credit Card;Beverages;Soft Drink;10;2,20;1,32;0,000;22,00;8,80;0,40;27;1,3;OK;22,00;No Discount;22,00;17/3/24;OK;22,00;8,80;2024;03;12;Standard;Northeast;NY;1,34;Mar-2024;;
TXN_171157_20230706;TXN_171157;CUST_0884;In-store;Cash;Beverages;Energy Drink;54;2,99;1,91;0,040;155,00;51,86;0,33;36;6,0;OK;161,46;Discounted;155,00;6/7/23;OK;161,46;58,32;2023;07;27;Standard;West;CA;2,19;Jul-2023;;
TXN_724864_20240427;TXN_724864;CUST_0922;In-store;Credit Card;Beverages;Tea Pack;11;2,86;2,55;0,000;31,46;3,41;0,11;27;4,5;OK;31,46;No Discount;31,46;27/4/24;OK;31,46;3,41;2024;04;17;Standard;South;FL;1,50;Apr-2024;;
TXN_555269_20241014;TXN_555269;CUST_0235;Online;Credit Card;Beverages;Coffee Beans;9;2,65;2,15;0,000;23,85;4,50;0,19;68;3,5;OK;23,85;No Discount;23,85;14/10/24;OK;23,85;4,50;2024;10;42;Gold;South;GA;1,38;Oct-2024;;
TXN_939778_20240518;TXN_939778;CUST_0662;In-store;Cash;Beverages;Coffee Beans;14;2,65;2,26;0,000;37,10;5,46;0,15;51;1,7;OK;37,10;No Discount;37,10;18/5/24;OK;37,10;5,46;2024;05;20;Standard;Midwest;IL;1,57;May-2024;;
TXN_596410_20250921;TXN_596410;CUST_0405;Online;Credit Card;Beverages;Coffee Beans;18;2,65;1,84;0,000;47,70;14,58;0,31;50;5,5;OK;47,70;No Discount;47,70;21/9/25;OK;47,70;14,58;2025;09;39;Platinum;Midwest;MI;1,68;Sep-2025;;
TXN_192550_20250814;TXN_192550;CUST_0257;In-store;Credit Card;Beverages;Bottled Water;60;1,05;0,83;0,000;63,00;13,20;0,21;30;9,4;OK;63,00;No Discount;63,00;14/8/25;OK;63,00;13,20;2025;08;33;Standard;Midwest;IL;1,80;Aug-2025;;
TXN_692986_20250923;TXN_692986;CUST_0677;Online;Credit Card;Beverages;Tea Pack;10;2,86;2,27;0,000;28,60;5,90;0,21;69;9,2;OK;28,60;No Discount;28,60;23/9/25;OK;28,60;5,90;2025;09;39;Platinum;South;TX;1,46;Sep-2025;;
TXN_185800_20240807;TXN_185800;CUST_0589;Online;Credit Card;Beverages;Soft Drink;10;2,20;1,60;0,000;22,00;6,00;0,27;56;9,5;OK;22,00;No Discount;22,00;7/8/24;OK;22,00;6,00;2024;08;32;Standard;West;WA;1,34;Aug-2024;;
TXN_729109_20241010;TXN_729109;CUST_0597;Online;Credit Card;Beverages;Coffee Beans;18;2,65;2,26;0,000;47,70;7,02;0,15;41;1,1;OK;47,70;No Discount;47,70;10/10/24;OK;47,70;7,02;2024;10;41;Standard;South;FL;1,68;Oct-2024;;
TXN_305003_20230516;TXN_305003;CUST_0558;In-store;Credit Card;Beverages;Coffee Beans;7;2,65;1,49;0,000;18,55;8,12;0,44;36;1,7;OK;18,55;No Discount;18,55;16/5/23;OK;18,55;8,12;2023;05;20;Standard;South;TX;1,27;May-2023;;
TXN_415261_20250107;TXN_415261;CUST_0905;In-store;Credit Card;Beverages;Bottled Water;5;1,05;0,55;0,000;5,25;2,50;0,48;23;7,6;OK;5,25;No Discount;5,25;7/1/25;OK;5,25;2,50;2025;01;2;Gold;South;NC;0,72;Jan-2025;;
